page,section,report_name,report_folder,priority_domain,capture_method,schema_source_status,filters_count,headers_count,hscroll_count,vscroll_count,exports_count,notes_count,screenshot_required_rule,schema_template_path,next_action
p2_reports,01_analytics,Food Cost Report,p2_reports/01_analytics/08_food_cost_report,inventory_consumption,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,01_analytics,KDS Report,p2_reports/01_analytics/09_kds_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,01_analytics,Location Wise Sales,p2_reports/01_analytics/10_location_wise_sales,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,02_attendance,User Attendance Report,p2_reports/02_attendance/01_user_attendance_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,02_attendance,Single User Attendance Report,p2_reports/02_attendance/02_single_user_attendance_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,KOT Detail Report,p2_reports/03_audit/01_kot_detail_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Day Opening Variance Report,p2_reports/03_audit/02_day_opening_variance_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,KOT Delete History Report,p2_reports/03_audit/03_kot_delete_history_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Complimentary Report,p2_reports/03_audit/04_complimentary_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Complimentary Detail Report Headwise,p2_reports/03_audit/05_complimentary_detail_report_headwi,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Discount Report,p2_reports/03_audit/06_discount_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,discount_and_voucher_report,p2_reports/03_audit/07_discount_and_voucher_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Offers Report,p2_reports/03_audit/08_offers_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Reprint Report,p2_reports/03_audit/09_reprint_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,KOT Tracking Report,p2_reports/03_audit/10_kot_tracking_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Removed Taxes Charges Report,p2_reports/03_audit/11_removed_taxes_charges_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Report By Time,p2_reports/03_audit/12_report_by_time,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Feedback Report,p2_reports/03_audit/13_feedback_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,No Feedback Report,p2_reports/03_audit/14_no_feedback_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Wis Report,p2_reports/03_audit/15_wis_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Feedback Report Advance,p2_reports/03_audit/16_feedback_report_advance,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Feedback Followup Report,p2_reports/03_audit/17_feedback_followup_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Feedback Without Bill Report,p2_reports/03_audit/18_feedback_without_bill_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,OMS Report Detail,p2_reports/03_audit/19_oms_report_detail,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,OMS Report Analysis,p2_reports/03_audit/20_oms_report_analysis,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Revenue Report,p2_reports/03_audit/21_revenue_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Negative Orders Report,p2_reports/03_audit/22_negative_orders_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Call Center Report,p2_reports/03_audit/23_call_center_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Delivery Audit Report,p2_reports/03_audit/24_delivery_audit_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Service Charge Report,p2_reports/03_audit/25_service_charge_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Tips Report,p2_reports/03_audit/26_tips_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Charity Report,p2_reports/03_audit/27_charity_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Non Taxable Item Report,p2_reports/03_audit/28_non_taxable_item_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Edited Bills Report,p2_reports/03_audit/29_edited_bills_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Food Bills Void Tax Report,p2_reports/03_audit/30_food_bills_void_tax_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Online Orders Time Log,p2_reports/03_audit/31_online_orders_time_log,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Happy Hour Report,p2_reports/03_audit/32_happy_hour_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Item Based Offer Report,p2_reports/03_audit/33_item_based_offer_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Virtual User Report,p2_reports/03_audit/34_virtual_user_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,BI Logs Report,p2_reports/03_audit/35_bi_logs_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,RMS Error Logs Report,p2_reports/03_audit/36_rms_error_logs_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Offline Log Report,p2_reports/03_audit/37_offline_log_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Aggregator Status Report,p2_reports/03_audit/38_aggregator_status_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Custom Group Report,p2_reports/03_audit/39_custom_group_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Bill Transfer In Report,p2_reports/03_audit/40_bill_transfer_in_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,audit_report,p2_reports/03_audit/41_audit_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,msr_card_report,p2_reports/03_audit/42_msr_card_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,billwise_distribution,p2_reports/03_audit/43_billwise_distribution,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,bill_reprint_report,p2_reports/03_audit/44_bill_reprint_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,Billwise_sale_GST,p2_reports/03_audit/45_billwise_sale_gst,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,cred_note_issued,p2_reports/03_audit/46_cred_note_issued,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,day_part_daily_sales,p2_reports/03_audit/47_day_part_daily_sales,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,button_disc_detail_report,p2_reports/03_audit/48_button_disc_detail_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,staff_meal_report,p2_reports/03_audit/49_staff_meal_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,03_audit,BTS Itemwise Report,p2_reports/03_audit/50_bts_itemwise_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,04_category_item,Item By Source Report,p2_reports/04_category_item/01_item_by_source_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,04_category_item,Item Wise Enterprise Report,p2_reports/04_category_item/02_item_wise_enterprise_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,04_category_item,Sale By Item Category,p2_reports/04_category_item/03_sale_by_item_category,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,04_category_item,Item Comment Wise Consolidated Report,p2_reports/04_category_item/04_item_comment_wise_consolidated_rep,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,04_category_item,Itemwise Consolidate,p2_reports/04_category_item/05_itemwise_consolidate,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,04_category_item,Section Category Wise Report,p2_reports/04_category_item/06_section_category_wise_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,04_category_item,Section Tabwise Sales Report,p2_reports/04_category_item/07_section_tabwise_sales_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,04_category_item,Itemwise Contribution,p2_reports/04_category_item/08_itemwise_contribution,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,04_category_item,Menu Mix Report,p2_reports/04_category_item/09_menu_mix_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,04_category_item,item_incidence_report,p2_reports/04_category_item/10_item_incidence_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,04_category_item,Sessionwise Item Sale,p2_reports/04_category_item/11_sessionwise_item_sale,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,04_category_item,Product Report,p2_reports/04_category_item/12_product_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,04_category_item,Combo Report,p2_reports/04_category_item/13_combo_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,04_category_item,assorted_items_report,p2_reports/04_category_item/14_assorted_items_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,04_category_item,AddOn Report,p2_reports/04_category_item/15_addon_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,04_category_item,Product Price Variation Report,p2_reports/04_category_item/16_product_price_variation_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,04_category_item,Hourly Item Detail Billwise With Settlement Mode,p2_reports/04_category_item/17_hourly_item_detail_billwise_with_s,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,04_category_item,Item Stock Status Report,p2_reports/04_category_item/18_item_stock_status_report,inventory_consumption,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,05_crm,CRM Report,p2_reports/05_crm/01_crm_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,05_crm,Bill And Customer Consolidated Report,p2_reports/05_crm/02_bill_and_customer_consolidated_rep,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,05_crm,Call Details Report,p2_reports/05_crm/03_call_details_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,06_prepaid_card,Card Report,p2_reports/06_prepaid_card/01_card_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,07_sales,Payment Details Report,p2_reports/07_sales/01_payment_details_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,07_sales,payments_breakup_detailed,p2_reports/07_sales/02_payments_breakup_detailed,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,07_sales,Tax Summary Report,p2_reports/07_sales/03_tax_summary_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,07_sales,Taxation Sale Report,p2_reports/07_sales/04_taxation_sale_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
p2_reports,07_sales,Category Wise Sales Report,p2_reports/07_sales/05_category_wise_sales_report,sales_revenue,csv_header_text_first_optional_screenshots,schema_text_template_ready,0,0,0,0,0,0,"not required when exact CSV headers are pasted; take screenshots only for no-export reports, unique filters, grouped/pivot layouts, or confusing totals",,paste CSV headers; screenshots only for no-export or confusing grouped reports
